Bács-Kiskun,503825
Baranya,360704
Békés,334264
Borsod-Abaúj-Zemplén,642447
Csongrád,399012
Fejér,417712
Győr-Moson-Sopron,467144
Hajú-Bihar,527989
Heves,294609
Jász-Nagykun-Szolnok,370007
Komárom-Esztergom,299207
Nógrád,189304
Pest,1278874
Somogy,301429
Szabolcs-Szatmár-Bereg,552964
Tolna,217463
Vas,253551
Veszprém,341317
Zala,268648
Budapest,1752286
